Human	Chimpanzee	Bonobo	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000137880:953	ENSPTRG00000006928:727	ENSPTRG00000006928:727	ENSGGOG00000000050:727	ENSPPYG00000006359:368	ENSMMUG00000013159:720	ENSMUSG00000046814:645	ENSMODG00000000228:246	ENSOANG00000011955:225	ENSGALG00000004462:252
ENSG00000137955:1660	ENSPTRG00000032439:1604	ENSPTRG00000032439:1604	ENSGGOG00000004675:1499	ENSPPYG00000001230:996	ENSMMUG00000000873:1612	ENSMUSG00000038975:1426	ENSMODG00000019091:1032	ENSOANG00000005636:1619	ENSGALG00000011388:1029
ENSG00000102978:2057	ENSPTRG00000008157:1794	ENSPTRG00000008157:1794	ENSGGOG00000012415:1800	ENSPPYG00000007390:828	ENSMMUG00000020474:1745	ENSMUSG00000031783:1492	ENSMODG00000013540:833	ENSOANG00000009337:1466	ENSGALG00000001168:1229
ENSG00000005812:3548	ENSPTRG00000022568:3514	ENSPTRG00000022568:3514	ENSGGOG00000007005:3208	ENSPPYG00000005425:1287	ENSMMUG00000021458:1325	ENSMUSG00000022124:4759	ENSMODG00000001157:1296	ENSOANG00000012185:1302	ENSGALG00000016916:1445
ENSG00000159263:5588	ENSPTRG00000013894:2060	ENSPTRG00000013894:2060	ENSGGOG00000014943:2270	ENSPPYG00000011405:2190	ENSMMUG00000015564:1167	ENSMUSG00000062713:3114	ENSMODG00000021008:2459	ENSOANG00000009770:1527	ENSGALG00000016044:1666
ENSG00000161057:3157	ENSPTRG00000019553:2042	ENSPTRG00000019553:2042	ENSGGOG00000009167:2071	ENSPPYG00000017883:1533	ENSMMUG00000003432:591	ENSMUSG00000028932:1785	ENSMODG00000017238:1385	ENSOANG00000015047:2645	ENSGALG00000008236:1464
ENSG00000182645:1703	ENSPTRG00000002967:1698	ENSPTRG00000002967:1698	ENSGGOG00000004102:1698	ENSPPYG00000002679:777	ENSMMUG00000016663:777	ENSMUSG00000025090:1090	ENSMODG00000009589:765	ENSOANG00000000401:648	ENSGALG00000009182:795
ENSG00000023287:6669	ENSPTRG00000020246:6671	ENSPTRG00000020246:6671	ENSGGOG00000028523:5747	ENSPPYG00000018584:5330	ENSMMUG00000009990:6630	ENSMUSG00000025907:6517	ENSMODG00000009612:4785	ENSOANG00000007278:4803	ENSGALG00000015259:5449
ENSG00000182132:2212	ENSPTRG00000017519:772	ENSPTRG00000017519:772	ENSGGOG00000007280:1586	ENSPPYG00000016034:684	ENSMMUG00000009171:1786	ENSMUSG00000053519:2567	ENSMODG00000006821:725	ENSOANG00000007800:646	ENSGALG00000002132:959
ENSG00000112664:1364	ENSPTRG00000018062:1347	ENSPTRG00000018062:1347	ENSGGOG00000008373:408	ENSPPYG00000016515:519	ENSMMUG00000019532:1199	ENSMUSG00000024213:2567	ENSMODG00000013933:519	ENSOANG00000000127:571	ENSGALG00000002830:795
ENSG00000178445:3767	ENSPTRG00000029347:3846	ENSPTRG00000029347:3846	ENSGGOG00000004507:3060	ENSPPYG00000019225:3108	ENSMMUG00000031755:3810	ENSMUSG00000024827:3754	ENSMODG00000015225:3102	ENSOANG00000001082:570	ENSGALG00000015053:3239
ENSG00000165355:3837	ENSPTRG00000006299:3681	ENSPTRG00000006299:3681	ENSGGOG00000010786:3846	ENSPPYG00000005770:1668	ENSMMUG00000006984:3766	ENSMUSG00000035329:2705	ENSMODG00000011840:1521	ENSOANG00000014009:1464	ENSGALG00000010192:1336
ENSG00000078070:3147	ENSPTRG00000015662:2536	ENSPTRG00000015662:2536	ENSGGOG00000002784:2392	ENSPPYG00000014331:2178	ENSMMUG00000010553:2543	ENSMUSG00000027709:2449	ENSMODG00000021288:2190	ENSOANG00000011253:2302	ENSGALG00000008785:3659
ENSG00000197860:5453	ENSPTRG00000022683:2620	ENSPTRG00000022683:2620	ENSGGOG00000023754:1334	ENSPPYG00000015512:915	ENSMMUG00000016521:1096	ENSMUSG00000042743:2703	ENSMODG00000019659:376	ENSOANG00000011964:796	ENSGALG00000014768:3558
ENSG00000152953:3224	ENSPTRG00000015873:1180	ENSPTRG00000015873:1180	ENSGGOG00000010067:666	ENSPPYG00000014595:909	ENSMMUG00000016922:1059	ENSMUSG00000029123:3431	ENSMODG00000001697:1322	ENSOANG00000004349:681	ENSGALG00000015023:1433
ENSG00000130024:1740	ENSPTRG00000018819:1561	ENSPTRG00000018819:1561	ENSGGOG00000015238:1513	ENSPPYG00000017185:1326	ENSMMUG00000015335:1388	ENSMUSG00000023883:1744	ENSMODG00000005689:1494	ENSOANG00000004868:1417	ENSGALG00000011192:1375
ENSG00000103089:2431	ENSPTRG00000008350:798	ENSPTRG00000008350:798	ENSGGOG00000013529:1122	ENSPPYG00000007552:2077	ENSMMUG00000008381:2407	ENSMUSG00000033579:2486	ENSMODG00000014640:1104	ENSOANG00000012891:1079	ENSGALG00000002775:1387
ENSG00000170584:1043	ENSPTRG00000017502:943	ENSPTRG00000017502:943	ENSGGOG00000009933:943	ENSPPYG00000016018:474	ENSMMUG00000019552:474	ENSMUSG00000020328:1577	ENSMODG00000007641:492	ENSOANG00000021414:288	ENSGALG00000001726:471
ENSG00000118276:4814	ENSPTRG00000009950:3894	ENSPTRG00000009950:3894	ENSGGOG00000003477:4725	ENSPPYG00000009091:1032	ENSMMUG00000016674:3690	ENSMUSG00000056124:5116	ENSMODG00000010919:1160	ENSOANG00000005618:1065	ENSGALG00000015151:1861
ENSG00000117174:2797	ENSPTRG00000000917:1413	ENSPTRG00000000917:1413	ENSGGOG00000001289:1470	ENSPPYG00000001191:2495	ENSMMUG00000013203:1413	ENSMUSG00000074182:1577	ENSMODG00000025703:1308	ENSOANG00000020156:456	ENSGALG00000008658:1245
ENSG00000100346:10801	ENSPTRG00000014400:7231	ENSPTRG00000014400:7231	ENSGGOG00000010106:7224	ENSPPYG00000011844:6087	ENSMMUG00000004878:6330	ENSMUSG00000022416:9222	ENSMODG00000009363:6839	ENSOANG00000014664:4886	ENSGALG00000012122:6408
ENSG00000178662:12360	ENSPTRG00000012592:2956	ENSPTRG00000012592:2956	ENSGGOG00000016518:2740	ENSPPYG00000012895:2030	ENSMMUG00000008393:3314	ENSMUSG00000044647:10682	ENSMODG00000006452:1752	ENSOANG00000006221:1785	ENSGALG00000010971:1782
ENSG00000140983:2539	ENSPTRG00000007551:2474	ENSPTRG00000007551:2474	ENSGGOG00000013831:2496	ENSPPYG00000006919:2469	ENSMMUG00000022010:1931	ENSMUSG00000025733:2828	ENSMODG00000016724:1923	ENSOANG00000001829:1530	ENSGALG00000002497:1858
ENSG00000139132:9899	ENSPTRG00000004816:2976	ENSPTRG00000004816:2976	ENSGGOG00000010434:2715	ENSPPYG00000004404:8434	ENSMMUG00000004851:3197	ENSMUSG00000022788:3211	ENSMODG00000012742:2295	ENSOANG00000004404:1425	ENSGALG00000012932:2326
ENSG00000168234:5505	ENSPTRG00000009923:1299	ENSPTRG00000009923:1299	ENSGGOG00000003945:2157	ENSPPYG00000009066:1569	ENSMMUG00000004343:2301	ENSMUSG00000024424:2571	ENSMODG00000021503:1746	ENSOANG00000003123:1906	ENSGALG00000015064:2184
ENSG00000140025:2795	ENSPTRG00000006619:2462	ENSPTRG00000006619:2462	ENSGGOG00000004927:408	ENSPPYG00000006057:2081	ENSMMUG00000004459:1814	ENSMUSG00000021176:2069	ENSMODG00000002963:486	ENSOANG00000009962:421	ENSGALG00000020402:1154
ENSG00000125304:2815	ENSPTRG00000005997:2804	ENSPTRG00000005997:2804	ENSGGOG00000008344:2804	ENSPPYG00000005468:2804	ENSMMUG00000019556:2182	ENSMUSG00000025544:3062	ENSMODG00000007786:2074	ENSOANG00000006992:3368	ENSGALG00000016878:2671
ENSG00000101447:2429	ENSPTRG00000013495:1839	ENSPTRG00000013495:1839	ENSGGOG00000015675:2422	ENSPPYG00000011006:1842	ENSMMUG00000003384:1752	ENSMUSG00000027654:2266	ENSMODG00000000456:1773	ENSOANG00000011777:1308	ENSGALG00000003097:1243
ENSG00000028116:2507	ENSPTRG00000011941:1729	ENSPTRG00000011941:1729	ENSGGOG00000012141:1852	ENSPPYG00000012395:1485	ENSMMUG00000002025:1026	ENSMUSG00000064090:1730	ENSMODG00000002096:1679	ENSOANG00000011175:1611	ENSGALG00000007888:1584
ENSG00000139719:2601	ENSPTRG00000005577:2602	ENSPTRG00000005577:2602	ENSGGOG00000005356:1788	ENSPPYG00000005066:1791	ENSMMUG00000018037:4071	ENSMUSG00000029434:3757	ENSMODG00000012219:1967	ENSOANG00000006203:1862	ENSGALG00000004440:2065
ENSG00000148358:7362	ENSPTRG00000021469:7020	ENSPTRG00000021469:7020	ENSGGOG00000001256:1629	ENSPPYG00000019688:4240	ENSMMUG00000004200:2080	ENSMUSG00000000194:3908	ENSMODG00000007041:1776	ENSOANG00000002555:1695	ENSGALG00000004052:2566
ENSG00000185917:5034	ENSPTRG00000013884:3104	ENSPTRG00000013884:3104	ENSGGOG00000026619:2813	ENSPPYG00000011398:2846	ENSMMUG00000001125:2923	ENSMUSG00000022948:1817	ENSMODG00000021048:1224	ENSOANG00000009763:1341	ENSGALG00000016024:2502
ENSG00000104142:3896	ENSPTRG00000006936:3895	ENSPTRG00000006936:3895	ENSGGOG00000002993:3892	ENSPPYG00000006366:2922	ENSMMUG00000014539:3886	ENSMUSG00000034216:4054	ENSMODG00000000200:2919	ENSOANG00000001057:1473	ENSGALG00000008496:2925
ENSG00000111305:2387	ENSPTRG00000004715:2183	ENSPTRG00000004715:2183	ENSGGOG00000008565:1881	ENSPPYG00000004315:1182	ENSMMUG00000017637:1228	ENSMUSG00000030206:1568	ENSMODG00000018214:1288	ENSOANG00000002878:1092	ENSGALG00000011802:960
ENSG00000157911:2079	ENSPTRG00000000050:2068	ENSPTRG00000000050:2068	ENSGGOG00000010513:2070	ENSPPYG00000001979:1041	ENSMMUG00000012348:1041	ENSMUSG00000029047:1688	ENSMODG00000008130:1050	ENSOANG00000007035:1071	ENSGALG00000001223:1151
ENSG00000141258:4946	ENSPTRG00000008548:2197	ENSPTRG00000008548:2197	ENSGGOG00000002449:4833	ENSPPYG00000007793:3123	ENSMMUG00000022002:4662	ENSMUSG00000038351:4878	ENSMODG00000010704:4000	ENSOANG00000008634:3382	ENSGALG00000005737:3200
ENSG00000091181:3401	ENSPTRG00000014563:2435	ENSPTRG00000014563:2435	ENSGGOG00000001078:2420	ENSPPYG00000013703:1880	ENSMMUG00000001849:1759	ENSMUSG00000005364:3548	ENSMODG00000004351:1167	ENSOANG00000015382:1040	ENSGALG00000008267:1248
ENSG00000152422:1702	ENSPTRG00000017054:1543	ENSPTRG00000017054:1543	ENSGGOG00000005197:1559	ENSPPYG00000015612:1019	ENSMMUG00000021609:1578	ENSMUSG00000021615:1448	ENSMODG00000020253:1210	ENSOANG00000014765:303	ENSGALG00000015620:570
ENSG00000198561:6352	ENSPTRG00000003668:6379	ENSPTRG00000003668:6379	ENSGGOG00000015229:6409	ENSPPYG00000003262:5012	ENSMMUG00000012366:6682	ENSMUSG00000034101:6502	ENSMODG00000020116:3124	ENSOANG00000009319:1884	ENSGALG00000007330:3754
ENSG00000165219:10828	ENSPTRG00000021371:5873	ENSPTRG00000021371:5873	ENSGGOG00000001564:5863	ENSPPYG00000019610:5759	ENSMMUG00000003668:4858	ENSMUSG00000026867:6894	ENSMODG00000019772:4593	ENSOANG00000013289:4401	ENSGALG00000000993:4818
ENSG00000029725:5387	ENSPTRG00000008628:5410	ENSPTRG00000008628:5410	ENSGGOG00000002724:5471	ENSPPYG00000007866:2673	ENSMMUG00000010465:2706	ENSMUSG00000020817:5817	ENSMODG00000016660:534	ENSOANG00000002783:651	ENSGALG00000001737:3144
ENSG00000137166:6170	ENSPTRG00000018155:1992	ENSPTRG00000018155:1992	ENSGGOG00000016376:5939	ENSPPYG00000016596:2043	ENSMMUG00000019985:4189	ENSMUSG00000023991:4038	ENSMODG00000012934:1164	ENSOANG00000020758:393	ENSGALG00000003375:1533
ENSG00000104365:3999	ENSPTRG00000020202:3691	ENSPTRG00000020202:3691	ENSGGOG00000006769:2326	ENSPPYG00000018550:2088	ENSMMUG00000008351:3894	ENSMUSG00000031537:4587	ENSMODG00000010216:2172	ENSOANG00000000711:2546	ENSGALG00000003740:2420
ENSG00000151692:6224	ENSPTRG00000011630:1752	ENSPTRG00000011630:1752	ENSGGOG00000012367:1733	ENSPPYG00000012673:5288	ENSMMUG00000013759:657	ENSMUSG00000020642:5163	ENSMODG00000014586:879	ENSOANG00000015379:879	ENSGALG00000016401:879
ENSG00000177096:2451	ENSPTRG00000014447:2240	ENSPTRG00000014447:2240	ENSGGOG00000007900:2332	ENSPPYG00000011889:780	ENSMMUG00000013062:2303	ENSMUSG00000049687:2717	ENSMODG00000025341:723	ENSOANG00000004241:713	ENSGALG00000011898:750
ENSG00000117543:1496	ENSPTRG00000001012:1784	ENSPTRG00000001012:1784	ENSGGOG00000001517:1858	ENSPPYG00000001107:858	ENSMMUG00000003730:873	ENSMUSG00000033554:2985	ENSMODG00000003370:831	ENSOANG00000004360:876	ENSGALG00000005229:1409
ENSG00000166257:6064	ENSPTRG00000004408:5662	ENSPTRG00000004408:5662	ENSGGOG00000007685:5666	ENSPPYG00000004127:648	ENSMMUG00000000343:1253	ENSMUSG00000049281:4150	ENSMODG00000012935:705	ENSOANG00000015192:657	ENSGALG00000006490:1047
ENSG00000198604:6285	ENSPTRG00000006255:6012	ENSPTRG00000006255:6012	ENSGGOG00000008915:2586	ENSPPYG00000005738:4467	ENSMMUG00000015074:5498	ENSMUSG00000035021:5420	ENSMODG00000012946:4851	ENSOANG00000014049:4629	ENSGALG00000010030:5012
ENSG00000165997:7196	ENSPTRG00000002341:3583	ENSPTRG00000002341:3583	ENSGGOG00000009327:330	ENSPPYG00000002132:456	ENSMMUG00000007453:3552	ENSMUSG00000017418:7230	ENSMODG00000009449:543	ENSOANG00000005704:664	ENSGALG00000008557:537
ENSG00000120162:6481	ENSPTRG00000020837:2557	ENSPTRG00000020837:2557	ENSGGOG00000004602:2532	ENSPPYG00000019156:651	ENSMMUG00000010984:621	ENSMUSG00000073910:6030	ENSMODG00000004294:656	ENSOANG00000000338:495	ENSGALG00000001856:651
ENSG00000113716:5552	ENSPTRG00000017408:5264	ENSPTRG00000017408:5264	ENSGGOG00000008921:5547	ENSPPYG00000015941:4329	ENSMMUG00000011554:5097	ENSMUSG00000024622:5197	ENSMODG00000009798:3867	ENSOANG00000002292:3816	ENSGALG00000005770:4140
ENSG00000147041:4794	ENSPTRG00000021795:4643	ENSPTRG00000021795:4643	ENSGGOG00000002396:4712	ENSPPYG00000020243:2193	ENSMMUG00000013131:1860	ENSMUSG00000054453:2301	ENSMODG00000021108:2136	ENSOANG00000007114:2696	ENSGALG00000016258:2085
ENSG00000181045:2885	ENSPTRG00000009740:2170	ENSPTRG00000009740:2170	ENSGGOG00000000625:1856	ENSPPYG00000008717:1833	ENSMMUG00000002850:1509	ENSMUSG00000039908:2695	ENSMODG00000002254:1728	ENSOANG00000006546:1716	ENSGALG00000007018:1501
ENSG00000171311:923	ENSPTRG00000002808:1152	ENSPTRG00000002808:1152	ENSGGOG00000003099:426	ENSPPYG00000002531:714	ENSMMUG00000020028:797	ENSMUSG00000034321:1018	ENSMODG00000004213:591	ENSOANG00000006563:381	ENSGALG00000020746:538
ENSG00000058729:3922	ENSPTRG00000017100:1826	ENSPTRG00000017100:1826	ENSGGOG00000022136:1671	ENSPPYG00000015654:1659	ENSMMUG00000000307:1829	ENSMUSG00000023846:2027	ENSMODG00000015548:1668	ENSOANG00000001225:1593	ENSGALG00000015288:2135
ENSG00000175066:3564	ENSPTRG00000015480:9599	ENSPTRG00000015480:9599	ENSGGOG00000003657:1659	ENSPPYG00000014171:3306	ENSMMUG00000012151:2621	ENSMUSG00000041440:5679	ENSMODG00000021235:1443	ENSOANG00000008784:1433	ENSGALG00000002729:2477
ENSG00000120658:3020	ENSPTRG00000005832:2624	ENSPTRG00000005832:2624	ENSGGOG00000006190:2149	ENSPPYG00000005324:1929	ENSMMUG00000002330:1932	ENSMUSG00000022012:3146	ENSMODG00000014885:1979	ENSOANG00000004643:1788	ENSGALG00000016967:2365
ENSG00000170776:16636	ENSPTRG00000007414:13407	ENSPTRG00000007414:13407	ENSGGOG00000000774:13267	ENSPPYG00000006745:8508	ENSMMUG00000011251:9238	ENSMUSG00000066406:13231	ENSMODG00000013360:4161	ENSOANG00000003588:2375	ENSGALG00000006840:4608
ENSG00000137221:4773	ENSPTRG00000018199:2680	ENSPTRG00000018199:2680	ENSGGOG00000015185:2756	ENSPPYG00000016642:2115	ENSMMUG00000023319:2816	ENSMUSG00000012296:2412	ENSMODG00000018970:1644	ENSOANG00000003039:1578	ENSGALG00000010385:2077
ENSG00000072682:4778	ENSPTRG00000017213:2145	ENSPTRG00000017213:2145	ENSGGOG00000006366:2092	ENSPPYG00000015755:1994	ENSMMUG00000010858:2328	ENSMUSG00000018906:3127	ENSMODG00000014035:1756	ENSOANG00000005598:1648	ENSGALG00000006677:2420
ENSG00000124225:5568	ENSPTRG00000013666:4603	ENSPTRG00000013666:4603	ENSGGOG00000013821:726	ENSPPYG00000011166:4531	ENSMMUG00000022589:1819	ENSMUSG00000038400:4652	ENSMODG00000016521:696	ENSOANG00000009262:931	ENSGALG00000007628:810
ENSG00000173269:4180	ENSPTRG00000002707:3828	ENSPTRG00000002707:3828	ENSGGOG00000009082:2517	ENSPPYG00000002269:2850	ENSMMUG00000011851:2557	ENSMUSG00000041445:3935	ENSMODG00000011163:2847	ENSOANG00000005822:2347	ENSGALG00000002012:1477
ENSG00000180776:1937	ENSPTRG00000005695:1253	ENSPTRG00000005695:1253	ENSGGOG00000000435:1101	ENSPPYG00000005201:4509	ENSMMUG00000007373:1522	ENSMUSG00000021969:5209	ENSMODG00000024155:1005	ENSOANG00000009037:1300	ENSGALG00000017126:1635
ENSG00000103037:3293	ENSPTRG00000008182:2812	ENSPTRG00000008182:2812	ENSGGOG00000009544:1090	ENSPPYG00000007409:1955	ENSMMUG00000014621:1510	ENSMUSG00000031671:1656	ENSMODG00000014173:1416	ENSOANG00000012110:1377	ENSGALG00000002247:728
ENSG00000239900:3181	ENSPTRG00000014407:1486	ENSPTRG00000014407:1486	ENSGGOG00000015110:1520	ENSPPYG00000011850:1679	ENSMMUG00000005341:1092	ENSMUSG00000022407:3683	ENSMODG00000012930:1347	ENSOANG00000014669:1383	ENSGALG00000012034:1808
ENSG00000112041:2177	ENSPTRG00000018087:2096	ENSPTRG00000018087:2096	ENSGGOG00000001850:2092	ENSPPYG00000016531:1629	ENSMMUG00000005064:1440	ENSMUSG00000037446:2963	ENSMODG00000013758:1704	ENSOANG00000014987:516	ENSGALG00000006370:1808
ENSG00000130559:8079	ENSPTRG00000021542:6599	ENSPTRG00000021542:6599	ENSGGOG00000000387:7500	ENSPPYG00000019763:5456	ENSMMUG00000021497:7534	ENSMUSG00000026933:8086	ENSMODG00000017535:4962	ENSOANG00000005896:5385	ENSGALG00000001692:4829
ENSG00000087470:4717	ENSPTRG00000004817:5823	ENSPTRG00000004817:5823	ENSGGOG00000006636:2040	ENSPPYG00000004405:2061	ENSMMUG00000013655:4529	ENSMUSG00000022789:4185	ENSMODG00000012763:2345	ENSOANG00000008924:2082	ENSGALG00000012929:3116
ENSG00000057757:2186	ENSPTRG00000000336:1587	ENSPTRG00000000336:1587	ENSGGOG00000004326:1609	ENSPPYG00000001734:558	ENSMMUG00000019554:1603	ENSMUSG00000028669:1853	ENSMODG00000012852:689	ENSOANG00000008890:690	ENSGALG00000003986:797
ENSG00000180694:5006	ENSPTRG00000020410:3442	ENSPTRG00000020410:3442	ENSGGOG00000023552:4828	ENSPPYG00000018735:3450	ENSMMUG00000004011:3003	ENSMUSG00000043252:4670	ENSMODG00000007607:1168	ENSOANG00000015357:357	ENSGALG00000015915:1130
ENSG00000157211:2723	ENSPTRG00000034216:1356	ENSPTRG00000034216:1356	ENSGGOG00000017032:921	ENSPPYG00000001321:1335	ENSMMUG00000015947:1347	ENSMUSG00000047636:2611	ENSMODG00000022807:1017	ENSOANG00000005454:393	ENSGALG00000010752:1137
ENSG00000123096:4725	ENSPTRG00000004780:2663	ENSPTRG00000004780:2663	ENSGGOG00000007092:4542	ENSPPYG00000004373:732	ENSMMUG00000018630:860	ENSMUSG00000030255:4996	ENSMODG00000016554:747	ENSOANG00000011427:453	ENSGALG00000014042:716
ENSG00000130234:3507	ENSPTRG00000021688:3152	ENSPTRG00000021688:3152	ENSGGOG00000007452:2477	ENSPPYG00000020146:3653	ENSMMUG00000014048:3259	ENSMUSG00000015405:3762	ENSMODG00000017222:2471	ENSOANG00000002574:2457	ENSGALG00000016554:2834
ENSG00000086991:4535	ENSPTRG00000004156:2397	ENSPTRG00000004156:2397	ENSGGOG00000003220:1299	ENSPPYG00000003756:2512	ENSMMUG00000011116:2225	ENSMUSG00000030562:4188	ENSMODG00000002739:1851	ENSOANG00000008867:1746	ENSGALG00000017235:2213
ENSG00000005156:3835	ENSPTRG00000009008:3756	ENSPTRG00000009008:3756	ENSGGOG00000025637:3702	ENSPPYG00000008176:3703	ENSMMUG00000004794:3490	ENSMUSG00000020697:6136	ENSMODG00000019147:3036	ENSOANG00000001074:648	ENSGALG00000002288:3346
ENSG00000100427:4168	ENSPTRG00000014527:1058	ENSPTRG00000014527:1058	ENSGGOG00000010103:1277	ENSPPYG00000011973:1134	ENSMMUG00000009119:1271	ENSMUSG00000035805:2801	ENSMODG00000005396:1149	ENSOANG00000005649:1143	ENSGALG00000008560:1929
ENSG00000187871:1911	ENSPTRG00000018298:1185	ENSPTRG00000018298:1185	ENSGGOG00000022175:1911	ENSPPYG00000016731:1185	ENSMMUG00000001398:1185	ENSMUSG00000059383:2080	ENSMODG00000018785:1001	ENSOANG00000007485:980	ENSGALG00000016296:976
ENSG00000186862:2412	ENSPTRG00000002862:3994	ENSPTRG00000002862:3994	ENSGGOG00000015436:1770	ENSPPYG00000002578:1624	ENSMMUG00000022617:2129	ENSMUSG00000074818:4124	ENSMODG00000011937:1925	ENSOANG00000007308:843	ENSGALG00000020726:1771
ENSG00000197702:3106	ENSPTRG00000003373:4055	ENSPTRG00000003373:4055	ENSGGOG00000014652:4073	ENSPPYG00000003476:1116	ENSMMUG00000020956:1113	ENSMUSG00000030770:4608	ENSMODG00000008586:1166	ENSOANG00000019995:309	ENSGALG00000005438:1026
ENSG00000140538:22295	ENSPTRG00000007418:2875	ENSPTRG00000007418:2875	ENSGGOG00000010222:2426	ENSPPYG00000006749:2520	ENSMMUG00000001386:3073	ENSMUSG00000059146:3860	ENSMODG00000019593:3299	ENSOANG00000021805:1092	ENSGALG00000006793:2598
ENSG00000177479:5417	ENSPTRG00000014902:4070	ENSPTRG00000014902:4070	ENSGGOG00000017134:4057	ENSPPYG00000013890:1420	ENSMMUG00000010571:933	ENSMUSG00000064145:3919	ENSMODG00000013374:1224	ENSOANG00000010912:1503	ENSGALG00000006956:2008
ENSG00000164532:1875	ENSPTRG00000019076:1871	ENSPTRG00000019076:1871	ENSGGOG00000026618:1870	ENSPPYG00000017641:1344	ENSMMUG00000012549:894	ENSMUSG00000031965:4047	ENSMODG00000000085:1350	ENSOANG00000006968:882	ENSGALG00000012151:1402
ENSG00000186075:2243	ENSPTRG00000009105:963	ENSPTRG00000009105:963	ENSGGOG00000022898:1820	ENSPPYG00000008475:1286	ENSMMUG00000017341:1523	ENSMUSG00000017195:1606	ENSMODG00000012909:978	ENSOANG00000005691:835	ENSGALG00000013484:1174
ENSG00000010256:1985	ENSPTRG00000014892:1409	ENSPTRG00000014892:1409	ENSGGOG00000007193:1364	ENSPPYG00000013898:1443	ENSMMUG00000014705:1601	ENSMUSG00000025651:1576	ENSMODG00000013475:1571	ENSOANG00000001852:1644	ENSGALG00000005789:1467
ENSG00000065491:3462	ENSPTRG00000018120:3126	ENSPTRG00000018120:3126	ENSGGOG00000001321:3452	ENSPPYG00000016560:3459	ENSMMUG00000022008:3098	ENSMUSG00000042203:3489	ENSMODG00000013447:1569	ENSOANG00000001766:1442	ENSGALG00000000753:2101
ENSG00000137198:1156	ENSPTRG00000017746:1485	ENSPTRG00000017746:1485	ENSGGOG00000004162:1504	ENSPPYG00000016253:1407	ENSMMUG00000002936:954	ENSMUSG00000000253:1655	ENSMODG00000010820:1152	ENSOANG00000007188:573	ENSGALG00000012705:2132
ENSG00000100345:7714	ENSPTRG00000014309:5696	ENSPTRG00000014309:5696	ENSGGOG00000001852:6957	ENSPPYG00000011770:6059	ENSMMUG00000006101:6601	ENSMUSG00000022443:7551	ENSMODG00000001078:5415	ENSOANG00000007488:6059	ENSGALG00000012533:4314
ENSG00000111711:3272	ENSPTRG00000004759:2967	ENSPTRG00000004759:2967	ENSGGOG00000025543:3209	ENSPPYG00000004353:488	ENSMMUG00000010859:1075	ENSMUSG00000030245:2818	ENSMODG00000017801:451	ENSOANG00000014151:282	ENSGALG00000013175:390
ENSG00000113100:3060	ENSPTRG00000016759:3075	ENSPTRG00000016759:3075	ENSGGOG00000012370:3094	ENSPPYG00000015368:2109	ENSMMUG00000019846:2370	ENSMUSG00000025370:2358	ENSMODG00000004237:2370	ENSOANG00000002505:2519	ENSGALG00000012923:2370
ENSG00000143612:2302	ENSPTRG00000001378:1893	ENSPTRG00000001378:1893	ENSGGOG00000024361:1902	ENSPPYG00000000785:1768	ENSMMUG00000010808:1729	ENSMUSG00000027942:1609	ENSMODG00000017237:765	ENSOANG00000021534:285	ENSGALG00000013547:1221
ENSG00000156017:4612	ENSPTRG00000021028:1508	ENSPTRG00000021028:1508	ENSGGOG00000012752:1917	ENSPPYG00000019298:1461	ENSMMUG00000010399:1511	ENSMUSG00000024726:1470	ENSMODG00000001990:1265	ENSOANG00000011649:1042	ENSGALG00000015155:1560
ENSG00000175591:2856	ENSPTRG00000004042:2512	ENSPTRG00000004042:2512	ENSGGOG00000012903:2515	ENSPPYG00000003658:1134	ENSMMUG00000019186:1134	ENSMUSG00000032860:3000	ENSMODG00000007664:1125	ENSOANG00000014477:969	ENSGALG00000017328:921
ENSG00000163104:5407	ENSPTRG00000023126:4918	ENSPTRG00000023126:4918	ENSGGOG00000023001:3349	ENSPPYG00000014935:3408	ENSMMUG00000022242:4932	ENSMUSG00000029920:5098	ENSMODG00000019268:3075	ENSOANG00000013764:2834	ENSGALG00000010400:3368
ENSG00000157657:9448	ENSPTRG00000021283:9297	ENSPTRG00000021283:9297	ENSGGOG00000014177:9332	ENSPPYG00000019526:2832	ENSMMUG00000008557:3749	ENSMUSG00000028358:9226	ENSMODG00000004063:2911	ENSOANG00000005539:2844	ENSGALG00000008886:2805
